time,user_id,request,movie_id,rating
2024-02-27T22:49:05,396208,GET /rate/dances+with+wolves+1990=4,dances+with+wolves+1990,4
2024-02-27T22:49:06,387936,GET /rate/louis+c.k.+live+at+the+beacon+theater+2011=3,louis+c.k.+live+at+the+beacon+theater+2011,3
2024-02-27T22:49:06,30854,GET /rate/the+virgin+suicides+1999=3,the+virgin+suicides+1999,3
2024-02-27T22:49:06,361417,GET /rate/traffic+2000=4,traffic+2000,4
2024-02-27T22:49:06,9915,GET /rate/the+little+rascals+1994=3,the+little+rascals+1994,3
2024-02-27T22:49:07,322059,GET /rate/close+encounters+of+the+third+kind+1977=3,close+encounters+of+the+third+kind+1977,3
2024-02-27T22:49:07,3084,GET /rate/the+pentagon+wars+1998=3,the+pentagon+wars+1998,3
2024-02-27T22:49:07,443785,GET /rate/rain+man+1988=3,rain+man+1988,3
2024-02-27T22:49:07,495132,GET /rate/the+children+of+huang+shi+2008=4,the+children+of+huang+shi+2008,4
2024-02-27T22:49:07,8926,GET /rate/east+of+eden+1955=4,east+of+eden+1955,4
2024-02-27T22:49:08,258210,GET /rate/saving+private+ryan+1998=5,saving+private+ryan+1998,5
2024-02-28T07:02:23,417556,GET /rate/american+gigolo+1980=3,american+gigolo+1980,3
2024-02-28T07:02:25,255294,GET /rate/mickey_+donald_+goofy+the+three+musketeers+2004=3,mickey_+donald_+goofy+the+three+musketeers+2004,3
2024-02-28T07:02:26,184524,GET /rate/the+princess+and+the+warrior+2000=4,the+princess+and+the+warrior+2000,4
2024-02-28T07:02:26,83052,GET /rate/zulu+1964=5,zulu+1964,5
2024-02-28T07:02:27,135850,GET /rate/the+life+aquatic+with+steve+zissou+2004=2,the+life+aquatic+with+steve+zissou+2004,2
2024-02-28T07:02:29,23916,GET /rate/scream+2+1997=3,scream+2+1997,3
2024-02-28T07:02:29,257012,GET /rate/sal_+or+the+120+days+of+sodom+1975=4,sal_+or+the+120+days+of+sodom+1975,4
2024-02-28T07:02:29,482515,GET /rate/predator+1987=4,predator+1987,4
2024-02-28T07:02:30,130625,GET /rate/the+end+of+america+2008=3,the+end+of+america+2008,3
2024-02-28T07:02:30,98108,GET /rate/perfumed+nightmare+1977=4,perfumed+nightmare+1977,4
2024-02-28T07:02:32,400437,GET /rate/monty+python+and+the+holy+grail+1975=4,monty+python+and+the+holy+grail+1975,4
2024-02-28T07:02:32,410580,GET /rate/indochine+1992=3,indochine+1992,3
2024-02-28T07:02:32,373692,GET /rate/napoleon+dynamite+2004=4,napoleon+dynamite+2004,4
2024-02-28T07:02:33,377575,GET /rate/carmen+miranda+bananas+is+my+business+1995=3,carmen+miranda+bananas+is+my+business+1995,3
2024-02-28T07:02:34,97345,GET /rate/pride++prejudice+2005=5,pride++prejudice+2005,5
2024-02-28T07:02:34,125285,GET /rate/lord+of+the+flies+1990=5,lord+of+the+flies+1990,5
2024-02-28T07:02:35,33444,GET /rate/the+dark+knight+2008=4,the+dark+knight+2008,4
2024-02-28T07:02:35,421351,GET /rate/blast+from+the+past+1999=3,blast+from+the+past+1999,3
2024-02-28T07:02:36,463250,GET /rate/lagaan+once+upon+a+time+in+india+2001=4,lagaan+once+upon+a+time+in+india+2001,4
2024-02-28T07:02:36,410412,GET /rate/superman+ii+1980=4,superman+ii+1980,4
2024-02-28T07:02:36,505883,GET /rate/elizabeth+1998=5,elizabeth+1998,5
2024-02-28T07:02:37,270585,GET /rate/shrek+2+2004=3,shrek+2+2004,3
2024-02-28T07:02:38,27713,GET /rate/the+ruling+class+1972=4,the+ruling+class+1972,4
2024-02-28T07:02:38,75654,GET /rate/the+treasure+of+the+sierra+madre+1948=4,the+treasure+of+the+sierra+madre+1948,4
2024-02-28T07:02:39,256393,GET /rate/harry+potter+and+the+deathly+hallows+part+1+2010=5,harry+potter+and+the+deathly+hallows+part+1+2010,5
2024-02-28T07:02:40,279513,GET /rate/transporter+3+2008=4,transporter+3+2008,4
2024-02-28T07:02:40,210543,GET /rate/big+hero+6+2014=4,big+hero+6+2014,4
2024-02-28T07:02:42,270058,GET /rate/pierrot+le+fou+1965=5,pierrot+le+fou+1965,5
2024-02-28T07:02:42,165572,GET /rate/my+neighbor+totoro+1988=5,my+neighbor+totoro+1988,5
2024-02-28T07:02:42,230818,GET /rate/carlitos+way+1993=4,carlitos+way+1993,4
2024-02-28T07:02:45,19893,GET /rate/lost+christmas+2011=4,lost+christmas+2011,4
2024-02-28T07:02:46,275689,GET /rate/nadja+1994=4,nadja+1994,4
2024-02-28T07:02:46,127443,GET /rate/session+9+2001=4,session+9+2001,4
2024-02-28T07:02:47,485921,GET /rate/harvey+1950=4,harvey+1950,4
2024-02-28T07:02:48,155031,GET /rate/bolt+2008=3,bolt+2008,3
2024-02-28T07:02:48,103193,GET /rate/the+imitation+game+2014=5,the+imitation+game+2014,5
2024-02-28T07:02:49,419513,GET /rate/braveheart+1995=3,braveheart+1995,3
2024-02-28T07:02:49,382325,GET /rate/walle+2008=3,walle+2008,3
2024-02-28T07:02:51,280347,GET /rate/cool+runnings+1993=1,cool+runnings+1993,1
2024-02-28T07:02:51,441006,GET /rate/we+are+legion+the+story+of+the+hacktivists+2012=3,we+are+legion+the+story+of+the+hacktivists+2012,3
2024-02-28T07:02:52,320757,GET /rate/howls+moving+castle+2004=5,howls+moving+castle+2004,5
2024-02-28T07:02:53,12960,GET /rate/kaksparsh+2012=4,kaksparsh+2012,4
2024-02-28T07:02:55,84484,GET /rate/inglourious+basterds+2009=4,inglourious+basterds+2009,4
2024-02-28T07:02:55,455825,GET /rate/pulp+fiction+1994=4,pulp+fiction+1994,4
2024-02-28T07:02:55,133918,GET /rate/natural+born+killers+1994=3,natural+born+killers+1994,3
2024-02-28T07:02:56,244270,GET /rate/forrest+gump+1994=3,forrest+gump+1994,3
2024-02-28T07:02:57,54648,GET /rate/the+secret+country+the+first+australians+fight+back+1986=3,the+secret+country+the+first+australians+fight+back+1986,3
2024-02-28T07:02:58,13150,GET /rate/four+horsemen+2012=3,four+horsemen+2012,3
2024-02-28T07:03:01,111789,GET /rate/the+chronicles+of+narnia+prince+caspian+2008=3,the+chronicles+of+narnia+prince+caspian+2008,3
2024-02-28T07:03:03,51874,GET /rate/the+last+samurai+2003=3,the+last+samurai+2003,3
2024-02-28T07:03:03,249907,GET /rate/shades+of+ray+2008=3,shades+of+ray+2008,3
2024-02-28T07:03:05,411442,GET /rate/arizona+dream+1993=3,arizona+dream+1993,3
2024-02-28T07:03:05,111730,GET /rate/the+shawshank+redemption+1994=4,the+shawshank+redemption+1994,4
2024-02-28T07:03:05,492008,GET /rate/grease+1978=4,grease+1978,4
2024-02-28T07:03:06,197574,GET /rate/about+elly+2009=4,about+elly+2009,4
2024-02-27T22:49:09,303781,GET /rate/shutter+island+2010=5,shutter+island+2010,5
2024-02-27T22:49:09,27965,GET /rate/aliens+1986=4,aliens+1986,4
2024-02-27T22:49:10,507514,GET /rate/chocolat+2000=4,chocolat+2000,4
2024-02-27T22:49:11,119723,GET /rate/little+women+1933=3,little+women+1933,3
2024-02-27T22:49:12,242314,GET /rate/stalker+1979=4,stalker+1979,4
2024-02-27T22:49:12,133735,GET /rate/sunshine+cleaning+2008=4,sunshine+cleaning+2008,4
2024-02-27T22:49:13,33074,GET /rate/the+sea+wolf+1941=4,the+sea+wolf+1941,4
2024-02-27T22:49:14,343169,GET /rate/richard+pryor+live+on+the+sunset+strip+1982=5,richard+pryor+live+on+the+sunset+strip+1982,5
2024-02-27T22:49:15,326213,GET /rate/goodnight+mister+tom+1998=4,goodnight+mister+tom+1998,4
2024-02-27T22:49:15,317684,GET /rate/carnal+knowledge+1971=3,carnal+knowledge+1971,3
2024-02-27T22:49:16,121754,GET /rate/gates+of+heaven+1978=5,gates+of+heaven+1978,5
2024-02-27T22:49:16,286432,GET /rate/the+terminator+1984=3,the+terminator+1984,3
2024-02-27T22:49:16,280786,GET /rate/hidalgo+2004=3,hidalgo+2004,3
2024-02-27T22:49:17,495161,GET /rate/if....+1968=4,if....+1968,4
2024-02-27T22:49:17,201597,GET /rate/homicidal+1961=4,homicidal+1961,4
2024-02-27T22:49:17,230720,GET /rate/midnight+run+1988=4,midnight+run+1988,4
2024-02-27T22:49:19,496984,GET /rate/the+art+of+war+2000=3,the+art+of+war+2000,3
2024-02-27T22:49:19,260839,GET /rate/brassed+off+1996=4,brassed+off+1996,4
2024-02-27T22:49:21,20458,GET /rate/stand+by+me+1986=3,stand+by+me+1986,3
2024-02-27T22:49:22,274928,GET /rate/6ixtynin9+1999=4,6ixtynin9+1999,4
2024-02-27T22:49:22,182965,GET /rate/extraordinary+measures+2010=3,extraordinary+measures+2010,3
2024-02-27T22:49:23,296135,GET /rate/my+man+godfrey+1936=5,my+man+godfrey+1936,5
2024-02-27T22:49:24,172091,GET /rate/castle+in+the+sky+1986=5,castle+in+the+sky+1986,5
2024-02-27T22:49:25,56308,GET /rate/the+unbelievers+2013=2,the+unbelievers+2013,2
2024-02-27T22:49:25,361033,GET /rate/le+deuxime+souffle+1966=4,le+deuxime+souffle+1966,4
2024-02-27T22:49:25,74789,GET /rate/the+cocoanuts+1929=4,the+cocoanuts+1929,4
2024-02-27T22:49:26,462259,GET /rate/fast+five+2011=4,fast+five+2011,4
2024-02-27T22:49:26,370298,GET /rate/my+neighbor+totoro+1988=4,my+neighbor+totoro+1988,4
2024-02-27T22:49:26,461961,GET /rate/the+marriage+of+maria+braun+1979=4,the+marriage+of+maria+braun+1979,4
2024-02-27T22:49:26,250725,GET /rate/from+the+life+of+the+marionettes+1980=3,from+the+life+of+the+marionettes+1980,3
2024-02-27T22:49:27,511894,GET /rate/the+chronicles+of+narnia+prince+caspian+2008=4,the+chronicles+of+narnia+prince+caspian+2008,4
2024-02-27T22:49:28,348650,GET /rate/faceoff+1997=4,faceoff+1997,4
2024-02-27T22:49:28,156679,GET /rate/despicable+me+2+2013=3,despicable+me+2+2013,3
2024-02-27T22:49:29,475389,GET /rate/presto+2008=4,presto+2008,4
2024-02-27T22:49:29,301133,GET /rate/time+of+the+gypsies+1988=4,time+of+the+gypsies+1988,4
2024-02-27T22:49:29,222752,GET /rate/the+man+who+knew+too+much+1956=4,the+man+who+knew+too+much+1956,4
2024-02-27T22:49:29,197967,GET /rate/reservoir+dogs+1992=4,reservoir+dogs+1992,4
2024-02-27T22:49:29,422989,GET /rate/amazing+grace+2006=3,amazing+grace+2006,3
2024-02-27T22:49:30,472475,GET /rate/the+piano+teacher+2001=3,the+piano+teacher+2001,3
2024-02-27T22:49:30,438990,GET /rate/green+street+hooligans+2005=4,green+street+hooligans+2005,4
2024-02-27T22:49:30,344653,GET /rate/ip+man+2+2010=4,ip+man+2+2010,4
2024-02-27T22:49:31,199540,GET /rate/the+conformist+1970=3,the+conformist+1970,3
2024-02-28T07:03:07,58441,GET /rate/the+fifth+element+1997=3,the+fifth+element+1997,3
2024-02-28T07:03:08,68144,GET /rate/wreck-it+ralph+2012=4,wreck-it+ralph+2012,4
2024-02-28T07:03:09,106265,GET /rate/the+lost+battalion+2001=4,the+lost+battalion+2001,4
2024-02-28T07:03:09,480166,GET /rate/fearless+1993=4,fearless+1993,4
2024-02-28T07:03:10,303468,GET /rate/the+shawshank+redemption+1994=5,the+shawshank+redemption+1994,5
2024-02-28T07:03:11,226246,GET /rate/sophie+scholl+the+final+days+2005=4,sophie+scholl+the+final+days+2005,4
2024-02-28T07:03:12,15107,GET /rate/sherlock+holmes+2009=5,sherlock+holmes+2009,5
2024-02-28T07:03:13,205699,GET /rate/the+human+condition+ii+road+to+eternity+1959=5,the+human+condition+ii+road+to+eternity+1959,5
2024-02-28T07:03:14,43834,GET /rate/speed+1994=4,speed+1994,4
2024-02-28T07:03:15,369441,GET /rate/sharktopus+vs+pteracuda+2014=4,sharktopus+vs+pteracuda+2014,4
2024-02-28T07:03:16,483238,GET /rate/gladiator+1992+1992=5,gladiator+1992+1992,5
2024-02-28T07:03:16,101214,GET /rate/the+great+debaters+2007=4,the+great+debaters+2007,4
2024-02-28T07:03:16,99566,GET /rate/the+thrill+of+it+all+1963=4,the+thrill+of+it+all+1963,4
2024-02-28T07:03:16,445453,GET /rate/it+came+from+outer+space+1953=3,it+came+from+outer+space+1953,3
2024-02-28T07:03:16,444707,GET /rate/che+part+one+2008=4,che+part+one+2008,4
2024-02-28T07:03:17,464439,GET /rate/leningrad+2009=5,leningrad+2009,5
2024-02-28T07:03:18,481015,GET /rate/the+little+matchgirl+2006=4,the+little+matchgirl+2006,4
2024-02-28T07:03:20,11028,GET /rate/the+blues+brothers+1980=5,the+blues+brothers+1980,5
2024-02-28T07:03:20,92801,GET /rate/andrei+rublev+1966=5,andrei+rublev+1966,5
2024-02-28T07:03:21,484464,GET /rate/desire+2011=3,desire+2011,3
2024-02-28T07:03:24,269016,GET /rate/keeping+the+faith+2000=3,keeping+the+faith+2000,3
2024-02-28T07:03:25,381401,GET /rate/in+the+loop+2009=4,in+the+loop+2009,4
2024-02-28T07:03:25,268924,GET /rate/the+conversation+1974=5,the+conversation+1974,5
2024-02-28T07:03:26,122197,GET /rate/safety+not+guaranteed+2012=4,safety+not+guaranteed+2012,4
2024-02-28T07:03:26,472195,GET /rate/i+confess+1953=4,i+confess+1953,4
2024-02-28T07:03:27,203174,GET /rate/welcome+to+the+space+show+2010=3,welcome+to+the+space+show+2010,3
2024-02-28T07:03:27,505728,GET /rate/same+same+but+different+2009=3,same+same+but+different+2009,3
2024-02-28T07:03:28,517239,GET /rate/brave+2012=3,brave+2012,3
2024-02-28T07:03:28,449975,GET /rate/v+for+vendetta+2006=2,v+for+vendetta+2006,2
2024-02-28T07:03:29,270985,GET /rate/just+anybody+2008=4,just+anybody+2008,4
2024-02-28T07:03:29,262114,GET /rate/se7en+1995=5,se7en+1995,5
2024-02-28T07:03:30,365762,GET /rate/you+kill+me+2007=5,you+kill+me+2007,5
2024-02-28T07:03:31,177671,GET /rate/miss+congeniality+2000=4,miss+congeniality+2000,4
2024-02-28T07:03:32,522028,GET /rate/singin+in+the+rain+1952=3,singin+in+the+rain+1952,3
2024-02-28T07:03:32,242233,GET /rate/undertow+2004=4,undertow+2004,4
2024-02-28T07:03:32,356351,GET /rate/game+change+2012=2,game+change+2012,2
2024-02-28T07:03:33,52818,GET /rate/happy+together+1997=3,happy+together+1997,3
2024-02-28T07:03:34,441233,GET /rate/samaritan+girl+2004=5,samaritan+girl+2004,5
2024-02-28T07:03:35,135770,GET /rate/the+taste+of+tea+2004=4,the+taste+of+tea+2004,4
2024-02-28T07:03:36,130507,GET /rate/the+breakfast+club+1985=5,the+breakfast+club+1985,5
2024-02-28T07:03:37,509519,GET /rate/taxi+2+2000=5,taxi+2+2000,5
2024-02-28T07:03:37,302384,GET /rate/enemy+2013=3,enemy+2013,3
2024-02-28T07:03:37,340648,GET /rate/gone+in+sixty+seconds+2000=3,gone+in+sixty+seconds+2000,3
2024-02-28T07:03:38,516877,GET /rate/mallrats+1995=3,mallrats+1995,3
2024-02-28T07:03:38,409972,GET /rate/the+holy+mountain+1973=3,the+holy+mountain+1973,3
2024-02-28T07:03:38,343677,GET /rate/a+simple+plan+1998=4,a+simple+plan+1998,4
2024-02-28T07:03:39,2023,GET /rate/the+secret+world+of+arrietty+2010=4,the+secret+world+of+arrietty+2010,4
2024-02-28T07:03:39,455472,GET /rate/the+lord+of+the+rings+the+two+towers+2002=5,the+lord+of+the+rings+the+two+towers+2002,5
2024-02-28T07:03:40,272976,GET /rate/the+married+woman+1964=4,the+married+woman+1964,4
2024-02-28T07:03:41,460986,GET /rate/stardust+2007=4,stardust+2007,4
2024-02-28T07:03:41,446394,GET /rate/broken+arrow+1996=2,broken+arrow+1996,2
2024-02-28T07:03:41,268059,GET /rate/excess+baggage+1997=3,excess+baggage+1997,3
2024-02-28T07:03:42,92930,GET /rate/austin+high+2011=3,austin+high+2011,3
2024-02-28T07:03:42,262988,GET /rate/marvins+room+1996=3,marvins+room+1996,3
2024-02-28T07:03:43,375483,GET /rate/the+lord+of+the+rings+the+two+towers+2002=4,the+lord+of+the+rings+the+two+towers+2002,4
2024-02-28T07:03:43,310917,GET /rate/the+forbidden+door+2009=3,the+forbidden+door+2009,3
2024-02-28T07:03:44,90230,GET /rate/sweet+smell+of+success+1957=4,sweet+smell+of+success+1957,4
2024-02-28T07:03:45,40805,GET /rate/monster+2003=4,monster+2003,4
2024-02-28T07:03:46,55345,GET /rate/where+the+sidewalk+ends+1950=5,where+the+sidewalk+ends+1950,5
2024-02-28T07:03:47,196981,GET /rate/mr.+death+the+rise+and+fall+of+fred+a.+leuchter_+jr.+1999=4,mr.+death+the+rise+and+fall+of+fred+a.+leuchter_+jr.+1999,4
2024-02-28T07:03:48,123138,GET /rate/pinocchio+1940=3,pinocchio+1940,3
2024-02-28T07:03:48,294860,GET /rate/lord+of+the+flies+1963=3,lord+of+the+flies+1963,3
2024-02-27T22:49:32,136105,GET /rate/blood+simple+1984=4,blood+simple+1984,4
2024-02-27T22:49:32,467550,GET /rate/the+last+samurai+2003=4,the+last+samurai+2003,4
2024-02-27T22:49:32,262035,GET /rate/crimes+of+fashion+2004=3,crimes+of+fashion+2004,3
2024-02-27T22:49:32,216629,GET /rate/my+neighbor+totoro+1988=4,my+neighbor+totoro+1988,4
2024-02-27T22:49:33,518357,GET /rate/anastasia+1997=5,anastasia+1997,5
2024-02-27T22:49:34,319379,GET /rate/terminator+salvation+2009=4,terminator+salvation+2009,4
2024-02-27T22:49:35,451983,GET /rate/company+original+cast+album+1970=3,company+original+cast+album+1970,3
2024-02-27T22:49:35,96053,GET /rate/chicken+run+2000=4,chicken+run+2000,4
2024-02-27T22:49:35,496465,GET /rate/some+like+it+hot+1959=4,some+like+it+hot+1959,4
2024-02-27T22:49:36,309928,GET /rate/hero+2002=4,hero+2002,4
2024-02-27T22:49:36,229236,GET /rate/margaret+cho+im+the+one+that+i+want+2000=4,margaret+cho+im+the+one+that+i+want+2000,4
2024-02-27T22:49:37,328003,GET /rate/transformers+dark+of+the+moon+2011=3,transformers+dark+of+the+moon+2011,3
2024-02-27T22:49:38,200116,GET /rate/how+to+train+your+dragon+2010=4,how+to+train+your+dragon+2010,4
2024-02-27T22:49:38,395273,GET /rate/empire+of+the+sun+1987=4,empire+of+the+sun+1987,4
2024-02-27T22:49:39,164475,GET /rate/pulp+fiction+1994=4,pulp+fiction+1994,4
2024-02-27T22:49:39,423293,GET /rate/the+return+of+the+pink+panther+1975=3,the+return+of+the+pink+panther+1975,3
2024-02-27T22:49:40,3068,GET /rate/disconnect+2012=4,disconnect+2012,4
2024-02-27T22:49:40,465012,GET /rate/full+speed+1996=3,full+speed+1996,3
2024-02-27T22:49:41,429799,GET /rate/one+hundred+and+one+dalmatians+1961=4,one+hundred+and+one+dalmatians+1961,4
2024-02-27T22:49:42,285817,GET /rate/pioneer+2013=4,pioneer+2013,4
2024-02-27T22:49:43,300428,GET /rate/the+wall+1975=4,the+wall+1975,4
2024-02-27T22:49:44,46000,GET /rate/agora+2009=5,agora+2009,5
2024-02-27T22:49:45,254093,GET /rate/collateral+damage+2002=3,collateral+damage+2002,3
2024-02-27T22:49:45,33125,GET /rate/trancers+3+deth+lives+1992=3,trancers+3+deth+lives+1992,3
2024-02-27T22:49:47,201258,GET /rate/the+hobbit+an+unexpected+journey+2012=4,the+hobbit+an+unexpected+journey+2012,4
2024-02-27T22:49:47,107437,GET /rate/forbidden+planet+1956=2,forbidden+planet+1956,2
2024-02-27T22:49:48,43892,GET /rate/bang+1995=3,bang+1995,3
2024-02-27T22:49:48,202988,GET /rate/urban+legend+1998=3,urban+legend+1998,3
2024-02-27T22:49:48,335585,GET /rate/experience+preferred...but+not+essential+1982=3,experience+preferred...but+not+essential+1982,3
2024-02-27T22:49:49,140522,GET /rate/the+philadelphia+story+1940=4,the+philadelphia+story+1940,4
2024-02-27T22:49:49,218732,GET /rate/mrs+brown+1997=4,mrs+brown+1997,4
2024-02-27T22:49:49,302199,GET /rate/latalante+1934=4,latalante+1934,4
2024-02-27T22:49:50,350880,GET /rate/angelus+2001=4,angelus+2001,4
2024-02-27T22:49:50,90711,GET /rate/100+years+of+evil+2010=2,100+years+of+evil+2010,2
2024-02-27T22:49:51,318795,GET /rate/u.s.+marshals+1998=2,u.s.+marshals+1998,2
2024-02-27T22:49:52,352377,GET /rate/a+fish+called+wanda+1988=4,a+fish+called+wanda+1988,4
2024-02-27T22:49:52,106448,GET /rate/the+red+violin+1998=4,the+red+violin+1998,4
2024-02-27T22:49:53,209645,GET /rate/the+projectionist+1971=3,the+projectionist+1971,3
2024-02-27T22:49:53,76856,GET /rate/equinox+flower+1958=3,equinox+flower+1958,3
2024-02-27T22:49:54,427687,GET /rate/hatchet+ii+2010=4,hatchet+ii+2010,4
2024-02-27T22:49:55,7235,GET /rate/gunfighters+moon+1997=3,gunfighters+moon+1997,3
2024-02-28T07:03:51,293881,GET /rate/inland+empire+2006=5,inland+empire+2006,5
2024-02-28T07:03:52,322797,GET /rate/swingers+1996=4,swingers+1996,4
2024-02-28T07:03:55,128024,GET /rate/outsourced+2006=2,outsourced+2006,2
2024-02-28T07:03:58,451902,GET /rate/incendiary+2008=2,incendiary+2008,2
2024-02-28T07:03:58,67568,GET /rate/it+happened+one+night+1934=5,it+happened+one+night+1934,5
2024-02-28T07:03:58,75033,GET /rate/la+cage+aux+folles+1978=4,la+cage+aux+folles+1978,4
2024-02-28T07:04:02,102167,GET /rate/the+i+inside+2004=4,the+i+inside+2004,4
2024-02-28T07:04:02,427124,GET /rate/thy+womb+2012=4,thy+womb+2012,4
2024-02-28T07:04:04,306884,GET /rate/hyenas+1992=4,hyenas+1992,4
2024-02-28T07:04:05,25288,GET /rate/double+trouble+1992=4,double+trouble+1992,4
2024-02-28T07:04:06,85966,GET /rate/the+noahs+ark+principle+1984=4,the+noahs+ark+principle+1984,4
2024-02-28T07:04:06,53158,GET /rate/pinocchio+1940=4,pinocchio+1940,4
2024-02-28T07:04:07,17351,GET /rate/generation+kill+2008=4,generation+kill+2008,4
2024-02-28T07:04:07,10860,GET /rate/the+strange+color+of+your+bodys+tears+2013=4,the+strange+color+of+your+bodys+tears+2013,4
2024-02-28T07:04:07,11997,GET /rate/the+godfather+1972=4,the+godfather+1972,4
2024-02-28T07:04:07,19266,GET /rate/the+gods+must+be+crazy+1980=5,the+gods+must+be+crazy+1980,5
2024-02-28T07:04:08,518628,GET /rate/manhunter+1986=3,manhunter+1986,3
2024-02-28T07:04:09,7275,GET /rate/dead+space+downfall+2008=3,dead+space+downfall+2008,3
2024-02-28T07:04:11,425701,GET /rate/searching+for+debra+winger+2002=4,searching+for+debra+winger+2002,4
2024-02-28T07:04:12,486049,GET /rate/the+40+year+old+virgin+2005=4,the+40+year+old+virgin+2005,4
2024-02-28T07:04:13,236772,GET /rate/police+academy+1984=3,police+academy+1984,3
2024-02-28T07:04:14,277240,GET /rate/ghost+story+1981=3,ghost+story+1981,3
2024-02-28T07:04:14,290982,GET /rate/batman+begins+2005=4,batman+begins+2005,4
2024-02-28T07:04:14,383534,GET /rate/swept+from+the+sea+1998=3,swept+from+the+sea+1998,3
2024-02-28T07:04:15,303918,GET /rate/hard+boiled+1992=4,hard+boiled+1992,4
2024-02-28T07:04:15,344296,GET /rate/and+then+there+were+none+1945=3,and+then+there+were+none+1945,3
2024-02-28T07:04:17,297391,GET /rate/ghosts...+of+the+civil+dead+1989=4,ghosts...+of+the+civil+dead+1989,4
2024-02-28T07:04:17,179310,GET /rate/babe+1995=3,babe+1995,3
2024-02-28T07:04:17,11013,GET /rate/the+third+man+1949=4,the+third+man+1949,4
