user_id,movie_id,rating
30531,reservoir+dogs+1992,4
14149,house+on+haunted+hill+1999,2
167034,halloween+1978,3
116825,escape+from+l.a.+1996,4
167130,the+lord+of+the+rings+1978,2
159116,airplane+1980,4
48012,dangerous+minds+1995,4
29704,chasing+amy+1997,1
142401,erin+brockovich+2000,4
34088,die+hard+with+a+vengeance+1995,3
32959,apollo+13+1995,3
190296,ghost+in+the+shell+1995,4
94494,fargo+1996,5
103718,american+pie+1999,4
82552,leon+the+professional+1994,4
167130,rules+of+engagement+2000,3
23573,wyatt+earp+1994,3
6587,meet+the+parents+2000,2
30531,goodfellas+1990,4
19159,the+rookie+2002,4
216171,the+barbarian+invasions+2003,5
103718,blades+of+glory+2007,4
37695,alien+1992,2
23547,fight+club+1999,5
184466,weekend+at+bernies+1989,4
168976,cinderella+1950,5
178129,raising+arizona+1987,4
94494,the+astronauts+wife+1999,1
142401,run+lola+run+1998,3
201719,young+frankenstein+1974,3
28045,dances+with+wolves+1990,4
42095,butch+cassidy+and+the+sundance+kid+1969,4
30531,forrest+gump+1994,5
29086,the+pianist+2002,4
167034,scream+3+2000,3
184466,monsters+ball+2001,4
177452,mrs.+doubtfire+1993,5
28045,se7en+1995,5
126558,chasing+liberty+2004,4
120861,three+colors+blue+1993,4
14149,butch+cassidy+and+the+sundance+kid+1969,5
29086,her+2013,5
34088,the+mask+1994,3
29247,vampire+in+venice+1988,4
82552,eastern+promises+2007,4
199885,cool+hand+luke+1967,5
110665,white+squall+1996,4
95097,short+cuts+1993,4
178129,the+dark+crystal+1982,4
94494,seven+samurai+1954,5
151262,the+muppet+christmas+carol+1992,3
174687,the+piano+1993,3
190296,erin+brockovich+2000,4
29044,shall+we+dance+1996,3
48012,the+little+rascals+1994,4
156719,mr.+hollands+opus+1995,4
159116,a+christmas+story+1983,5
11912,stripes+1981,4
34335,eraser+1996,3
30531,life+is+beautiful+1997,5
54161,shine+1996,3
199885,the+shining+1980,5
56335,addams+family+values+1993,4
184466,the+host+2006,4
37695,the+beach+2000,4
110665,the+cable+guy+1996,4
71937,down+periscope+1996,3
103718,the+nightmare+before+christmas+1993,5
38103,gattaca+1997,5
94494,the+godfather+1972,5
177010,terminator+2+judgment+day+1991,4
56335,goldeneye+1995,3
94055,blink+1994,3
29044,the+hustler+1961,4
19159,boiler+room+2000,5
113143,back+to+the+future+1985,3
189057,spirited+away+2001,5
113458,maurice+1987,5
95097,the+x+files+1998,2
22947,a+perfect+world+1993,3
159116,dangerous+minds+1995,3
167130,faceoff+1997,4
95097,back+to+the+future+1985,3
6587,mikes+murder+1984,1
126558,x-men+2000,2
11912,austin+powers+international+man+of+mystery+1997,4
202605,the+glass+house+2001,2
86942,kill+bill+vol.+2+2004,5
192962,american+beauty+1999,4
29086,oldboy+2003,2
38679,showgirls+1995,4
29247,3+ninjas+1992,1
167130,spaceballs+1987,3
165070,the+godfather+1972,5
168976,pleasantville+1998,2
204777,apollo+13+1995,4
19159,the+lost+world+jurassic+park+1997,3
86942,eternal+sunshine+of+the+spotless+mind+2004,4
113458,trixie+2000,4
167034,julie++julia+2009,3
23573,addams+family+values+1993,3
32959,clear+and+present+danger+1994,5
95552,butch+cassidy+and+the+sundance+kid+1969,3
192962,faust+1994,4
34088,aladdin+1992,1
34088,apollo+13+1995,3
167034,the+boy+in+the+striped+pyjamas+2008,5
29086,to+rome+with+love+2012,5
95552,cast+a+giant+shadow+1966,3
23547,the+lord+of+the+rings+the+return+of+the+king+2003,5
62355,im+gonna+git+you+sucka+1988,4
204777,goldeneye+1995,3
167034,a+clockwork+orange+1971,3
202605,snake+eyes+1998,1
85899,apollo+13+1995,5
156719,aladdin+1992,3
151262,life+of+brian+1979,4
45751,13+going+on+30+2004,3
167130,brazil+1985,4
54161,one+flew+over+the+cuckoos+nest+1975,5
29086,jaws+1975,4
201719,thelma++louise+1991,5
142401,the+400+blows+1959,4
103718,latter+days+2003,4
201719,little+women+1994,5
167034,the+aviator+2004,3
177010,in+the+line+of+fire+1993,4
54161,pulp+fiction+1994,5
204777,cliffhanger+1993,3
113458,hoop+dreams+1994,5
94436,the+african+queen+1951,4
34088,schindlers+list+1993,4
23547,batman+begins+2005,5
91103,all+about+eve+1950,5
113458,blue+crush+2002,3
12934,the+corporation+2003,5
123552,walle+2008,4
34088,quiz+show+1994,4
177452,much+ado+about+nothing+1993,5
38679,rocky+ii+1979,3
95097,paris_+je+taime+2006,4
54161,crash+1996,4
177010,fargo+1996,4
57457,zeitgeist+2007,5
113143,the+godfather+1972,5
34335,things+to+do+in+denver+when+youre+dead+1995,4
86942,friday+1995,4
11912,heathers+1988,5
22947,dark+city+1998,5
57457,meet+the+fockers+2004,4
38679,hackers+1995,3
202605,i.q.+1994,4
18297,die+hard+2+1990,4
54161,fargo+1996,4
56335,natural+born+killers+1994,5
29086,pi+1998,2
30531,hotel+rwanda+2004,4
29704,alien+1992,2
165070,high+school+musical+3+senior+year+2008,4
28045,true+lies+1994,5
120861,dances+with+wolves+1990,5
82552,cliffhanger+1993,2
192270,raiders+of+the+lost+ark+1981,2
19159,four+weddings+and+a+funeral+1994,4
45751,2+fast+2+furious+2003,2
151704,the+day+the+earth+stood+still+2008,1
57457,pineapple+express+2008,4
177452,the+firm+1993,3
190636,tombstone+1993,5
169690,mission+impossible+1996,4
184466,sympathy+for+mr.+vengeance+2002,3
29467,saboteur+1942,4
156719,the+specialist+1994,3
190296,back+to+the+future+1985,4
125104,reservoir+dogs+1992,4
71937,mystery+science+theater+3000+the+movie+1996,3
86942,natural+born+killers+1994,3
193072,the+african+queen+1951,5
123552,aladdin+1992,3
121247,anastasia+1997,5
210723,set+it+off+1996,3
167034,maleficent+2014,4
29467,the+silence+of+the+lambs+1991,5
32959,dr.+strangelove+or+how+i+learned+to+stop+worrying+and+love+the+bomb+1964,4
45751,rudy+1993,4
95552,galaxy+quest+1999,5
62355,lethal+weapon+2+1989,4
179915,the+shining+1980,5
85899,mary+poppins+1964,4
192962,dr.+strangelove+or+how+i+learned+to+stop+worrying+and+love+the+bomb+1964,5
216171,rosemarys+baby+1968,4
126558,men+in+black+1997,3
20268,planes_+trains+and+automobiles+1987,2
210723,swingers+1996,5
42095,westworld+1973,5
190636,the+last+samurai+2003,5
95552,captain+blood+1935,4
121247,persuasion+1995,4
114674,sleepy+hollow+1999,4
62355,the+people+vs.+larry+flynt+1996,4
142401,a+midsummer+nights+dream+1999,4
190296,election+1999,3
151262,cocoon+1985,4
156719,star+trek+generations+1994,3
113458,lethal+weapon+2+1989,2
204777,se7en+1995,5
34335,primal+fear+1996,3
159116,raising+arizona+1987,5
20268,napoleon+dynamite+2004,5
201719,romeo++juliet+1996,3
38679,inglourious+basterds+2009,4
29704,sling+blade+1996,4
30531,rebel+without+a+cause+1955,4
66875,the+matchmaker+1997,4
37695,the+negotiator+1998,3
94226,what+lies+beneath+2000,2
94494,magnolia+1999,5
210723,the+nutty+professor+1996,5
34335,leaving+las+vegas+1995,4
87758,big+daddy+1999,5
177010,exit+to+eden+1994,3
95552,the+princess+bride+1987,5
23547,a+clockwork+orange+1971,5
178129,young+frankenstein+1974,5
120861,buffalo+66+1998,3
192962,riding+in+cars+with+boys+2001,3
162424,the+bridge+on+the+river+kwai+1957,4
121247,the+parent+trap+1998,4
216171,lawrence+of+arabia+1962,4
126956,a+christmas+story+1983,2
189057,the+omen+1976,3
158191,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,5
38679,night+of+the+living+dead+1968,2
143403,the+nightmare+before+christmas+1993,5
11912,repo+man+1984,5
23547,gone+in+sixty+seconds+2000,2
57457,religulous+2008,4
5292,just+cause+1995,4
177010,die+hard+with+a+vengeance+1995,3
204777,batman+1989,3
94436,pee-wees+big+adventure+1985,4
18297,the+break-up+2006,4
19159,waiting+for+guffman+1996,5
30531,the+good_+the+bad+and+the+ugly+1966,4
62355,the+muppet+christmas+carol+1992,1
22947,casino+royale+2006,2
202605,requiem+for+a+dream+2000,5
56335,robin+hood+men+in+tights+1993,4
94494,chinatown+1974,5
160253,johnny+dangerously+1984,3
201719,alien+1979,3
202164,the+little+mermaid+1989,4
95552,the+incredibles+2004,5
192270,amlie+2001,4
32959,batman+1989,3
126558,the+godfather+1972,3
57457,swing+vote+2008,3
114674,evil+dead+ii+1987,2
151704,batman+returns+1992,5
179915,amadeus+1984,3
204777,the+fugitive+1993,4
85899,keeping+the+faith+2000,4
66875,the+sting+1973,3
190636,best+in+show+2000,4
160253,employee+of+the+month+2006,3
56335,dave+1993,3
42095,the+bridge+on+the+river+kwai+1957,5
190296,the+abyss+1989,4
54161,the+postman+1994,4
18297,the+assassination+of+jesse+james+by+the+coward+robert+ford+2007,2
125104,forbidden+planet+1956,4
66100,the+naked+gun+33+the+final+insult+1994,5
210723,that+thing+you+do+1996,4
87980,robin+hood+prince+of+thieves+1991,2
162424,saving+private+ryan+1998,4
142401,casablanca+1942,3
5292,pulp+fiction+1994,1
114674,pushing+tin+1999,3
204777,stargate+1994,4
66875,a+close+shave+1995,4
71937,get+shorty+1995,1
38679,a+river+runs+through+it+1992,4
165070,iron+man+2008,5
151262,run+lola+run+1998,4
121247,stuart+little+1999,4
123552,addams+family+values+1993,3
162424,goldfinger+1964,2
6587,the+pianist+2002,3
216171,the+postman+1994,5
38103,star+trek+vi+the+undiscovered+country+1991,5
151262,the+postman+1994,4
86942,do+the+right+thing+1989,5
49200,the+crying+game+1992,4
42095,m+1931,5
125104,trainspotting+1996,5
91103,the+apartment+1960,5
85899,flubber+1997,3
54161,vertigo+1958,4
156719,the+crow+1994,4
189057,bean+1997,2
178129,his+girl+friday+1940,4
110665,ace+ventura+when+nature+calls+1995,3
122202,dead+poets+society+1989,4
151704,charlies+angels+2000,5
48012,jurassic+park+1993,5
114674,desperately+seeking+susan+1985,1
143403,forrest+gump+1994,4
28045,a+fish+called+wanda+1988,4
50073,the+wrong+trousers+1993,5
178129,return+of+the+jedi+1983,4
103718,igby+goes+down+2002,4
167034,clueless+1995,4
25167,x-men+origins+wolverine+2009,4
177010,the+brothers+mcmullen+1995,4
122202,saving+private+ryan+1998,4
113143,it+happened+one+night+1934,4
189057,three+days+of+the+condor+1975,3
151262,secretary+2002,3
17688,batman+forever+1995,3
199885,godzilla+1954,3
156719,mars+attacks+1996,3
162424,the+godfather+part+ii+1974,4
126956,forrest+gump+1994,4
202164,calendar+girls+2003,5
202605,the+exorcist+1973,4
86942,star+wars+episode+i+-+the+phantom+menace+1999,2
169690,twister+1996,3
121247,the+next+karate+kid+1994,4
142401,boys+dont+cry+1999,5
192270,james+and+the+giant+peach+1996,3
50073,raw+deal+1948,5
158191,little+miss+sunshine+2006,5
87758,american+pie+2+2001,5
201719,aliens+1986,3
156719,species+1995,2
18297,the+bourne+supremacy+2004,5
190296,blade+runner+1982,5
202164,my+cousin+vinny+1992,4
126558,oceans+twelve+2004,4
39246,the+shawshank+redemption+1994,4
202605,magnolia+1999,3
126956,bowling+for+columbine+2002,2
42095,planet+of+the+apes+1968,4
189057,happy-go-lucky+2008,3
143403,dances+with+wolves+1990,4
23547,taxi+driver+1976,4
29086,amadeus+1984,4
103718,300+2006,3
66875,music+from+another+room+1998,4
169690,multiplicity+1996,2
151262,the+fifth+element+1997,3
30531,the+big+chill+1983,3
32959,true+lies+1994,5
142401,shakespeare+in+love+1998,4
123552,apollo+13+1995,3
190636,airplane+1980,2
42095,the+empire+strikes+back+1980,4
151704,how+the+grinch+stole+christmas+2000,1
39246,...and+justice+for+all+1979,5
56335,first+knight+1995,3
126956,the+fly+1958,3
45751,fight+club+1999,5
202164,mean+girls+2004,3
158191,erin+brockovich+2000,5
82552,2046+2004,4
48012,the+candidate+1972,4
126105,21+up+1977,4
29467,vertigo+1958,5
160253,buffy+the+vampire+slayer+1992,4
158191,slumdog+millionaire+2008,5
29247,secretary+2002,3
151704,american+pie+1999,5
5292,under+siege+2+dark+territory+1995,5
85899,bedknobs+and+broomsticks+1971,4
94055,virtuosity+1995,3
95552,the+outlaw+josey+wales+1976,2
49200,gandhi+1982,5
45751,signs+2002,5
204777,the+juror+1996,3
57457,road+trip+2000,3
94494,casablanca+1942,5
39246,the+godfather+1972,5
87758,how+the+grinch+stole+christmas+2000,2
94226,anatomy+of+a+murder+1959,3
216171,garden+state+2004,5
202164,the+wedding+singer+1998,3
103718,the+count+of+monte+cristo+2002,4
66100,8+heads+in+a+duffel+bag+1997,4
126956,the+lives+of+others+2006,4
95097,get+shorty+1995,3
177010,twister+1996,3
28045,dangerous+ground+1997,3
114674,edward+scissorhands+1990,3
177010,batman+1989,4
116825,the+dark+crystal+1982,4
151262,the+princess+bride+1987,5
22947,the+limey+1999,4
206716,the+chronicles+of+narnia+prince+caspian+2008,4
169690,broken+arrow+1996,3
94226,love+and+death+1975,4
120861,the+hunt+for+red+october+1990,4
14149,the+haunting+1999,2
54161,life+of+brian+1979,4
48012,cobb+1994,3
34335,city+hall+1996,4
110665,oceans+eleven+2001,4
177452,while+you+were+sleeping+1995,5
192270,beavis+and+butt-head+do+america+1996,3
156453,little+miss+sunshine+2006,3
95552,willow+1988,5
126558,fight+club+1999,5
210723,first+strike+1996,3
29086,the+terminal+2004,4
110665,twister+1996,3
113143,american+beauty+1999,5
121247,seabiscuit+2003,4
86942,batman+begins+2005,4
28045,the+sword+in+the+stone+1963,3
50073,tie+me+up+tie+me+down+1989,3
94226,scary+movie+2000,4
18297,around+the+world+in+80+days+2004,2
49200,barbarella+1968,3
122202,good+will+hunting+1997,4
178129,ferris+buellers+day+off+1986,5
126558,kill+bill+vol.+2+2004,4
50073,manhattan+murder+mystery+1993,2
202605,20+dates+1998,4
66875,the+sound+of+music+1965,5
122202,the+shawshank+redemption+1994,4
125104,amadeus+1984,5
94436,mccabe++mrs.+miller+1971,5
190636,back+to+the+future+part+iii+1990,4
54161,taxi+driver+1976,4
37695,get+shorty+1995,2
121247,the+nutty+professor+1963,5
160253,d3+the+mighty+ducks+1996,1
126105,sleepless+in+seattle+1993,3
29044,smoke+1995,5
114674,james+and+the+giant+peach+1996,3
19159,starsky++hutch+2004,4
125104,dead+poets+society+1989,4
22947,the+dark+knight+2008,4
190296,big+daddy+1999,3
199885,the+war+of+the+worlds+1953,3
45751,3+ninjas+knuckle+up+1995,1
126956,snatch+2000,5
29467,rear+window+1954,4
38679,scrooged+1988,3
95552,captain+america+the+first+avenger+2011,4
95097,addams+family+values+1993,4
5292,ladybird+ladybird+1994,5
151704,scream+3+2000,5
169690,happy+gilmore+1996,5
94055,broken+arrow+1996,3
156719,interview+with+the+vampire+1994,3
94226,fx+1986,4
103718,on+flux+2005,1
42095,lifeboat+1944,5
94494,one+flew+over+the+cuckoos+nest+1975,5
6587,high+fidelity+2000,4
34088,dances+with+wolves+1990,4
121247,bring+it+on+2000,5
87758,kate++leopold+2001,4
22947,moon+2009,5
160253,the+mummy+1999,3
189057,dog+day+afternoon+1975,5
86942,goldeneye+1995,2
32959,star+trek+generations+1994,3
126956,y+tu+mam+tambin+2001,3
20268,airplane+1980,4
48012,whats+eating+gilbert+grape+1993,5
38103,rush+hour+1998,5
114674,an+american+tail+1986,3
192962,singin+in+the+rain+1952,4
85899,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,5
11912,the+mask+1994,3
151704,bewitched+2005,1
156719,apollo+13+1995,5
45751,return+of+the+jedi+1983,5
158191,requiem+for+a+dream+2000,5
192270,cinema+paradiso+1988,3
12934,taxi+driver+1976,5
29467,detour+1945,4
49200,the+blues+brothers+1980,4
50073,three+days+of+the+condor+1975,4
62355,eraser+1996,3
151262,titanic+1997,3
23547,the+shawshank+redemption+1994,5
18297,the+dark+knight+2008,5
165070,the+bone+collector+1999,5
19159,my+big+fat+greek+wedding+2002,4
62355,star+wars+episode+ii+-+attack+of+the+clones+2002,4
114674,ghostbusters+1984,5
151262,the+matrix+1999,4
169690,dracula+dead+and+loving+it+1995,1
39246,the+butcher+boy+1997,3
192270,the+princess+bride+1987,5
190636,the+firm+1993,3
210723,the+frighteners+1996,4
216062,die+hard+with+a+vengeance+1995,3
49200,taxi+driver+1976,5
28045,cutthroat+island+1995,4
50073,blood+on+the+sun+1945,4
18297,so+i+married+an+axe+murderer+1993,1
86942,the+fugitive+1993,3
85899,hocus+pocus+1993,3
160253,dazed+and+confused+1993,3
193072,shadow+of+a+doubt+1943,5
202164,the+sandlot+1993,2
66100,d2+the+mighty+ducks+1994,3
165070,shall+we+dance+1996,5
14149,the+babysitter+1995,2
167130,shanghai+noon+2000,4
56335,die+hard+with+a+vengeance+1995,4
20268,shakespeare+in+love+1998,3
192962,office+space+1999,3
32959,quiz+show+1994,3
39246,fargo+1996,5
167130,the+thomas+crown+affair+1999,3
66100,baseketball+1998,3
162424,gandhi+1982,5
94226,croupier+1998,4
165070,the+motorcycle+diaries+2004,5
28045,nobodys+fool+1994,5
42095,the+gods+must+be+crazy+1980,5
184466,donnie+darko+2001,4
190636,austin+powers+in+goldmember+2002,2
125104,psycho+1960,2
167034,bridget+joness+diary+2001,4
174687,ace+ventura+pet+detective+1994,3
38679,the+lord+of+the+rings+1978,3
23573,demolition+man+1993,3
37695,saved+2004,4
11912,dazed+and+confused+1993,4
125104,platoon+1986,4
122202,nine+months+1995,1
29467,gladiator+2000,4
142401,ben-hur+1959,1
71937,twelve+monkeys+1995,2
126956,clerks+1994,3
119279,fargo+1996,3
120009,dances+with+wolves+1990,3
162424,forrest+gump+1994,4
37695,pocahontas+1995,2
20268,the+fly+1986,3
202164,the+adventures+of+priscilla_+queen+of+the+desert+1994,2
201719,first+knight+1995,3
167034,laws+of+attraction+2004,3
103718,big+fish+2003,5
126105,shrek+2001,3
202605,back+to+the+future+1985,4
29086,the+godfather+1972,5
22947,the+shape+of+things+2003,4
113458,romeo++juliet+1996,5
143403,rob+roy+1995,3
151704,hitman+2007,5
94226,footloose+1984,3
113458,safe+1995,5
62355,theres+something+about+mary+1998,4
160253,because+i+said+so+2007,1
167130,the+haunting+1999,3
192270,superbabies+baby+geniuses+2+2004,1
114674,shakespeare+in+love+1998,4
30531,field+of+dreams+1989,3
210723,men+in+black+1997,5
121247,hairspray+1988,4
190636,life+is+beautiful+1997,4
11912,groundhog+day+1993,5
190296,a+bugs+life+1998,4
192270,the+jungle+book+1967,2
151262,casablanca+1942,4
66875,sleepy+hollow+1999,5
12934,apocalypse+now+1979,4
57457,death+race+2008,2
192962,pink+floyd+the+wall+1982,4
184466,amores+perros+2000,3
95552,winchester+73+1950,4
190636,batman+begins+2005,4
151704,the+amazing+spider-man+2012,5
29044,touch+of+evil+1958,4
126558,american+pie+presents+the+naked+mile+2006,2
6587,good+will+hunting+1997,5
30531,wag+the+dog+1997,4
94226,titanic+1997,4
143403,the+jungle+book+1994,3
126956,monty+python+and+the+holy+grail+1975,4
50073,murder+in+the+first+1995,3
86942,se7en+1995,5
202164,fantasia+1940,2
28045,escape+to+witch+mountain+1975,3
23573,sense+and+sensibility+1995,5
190636,snatch+2000,5
210723,absolute+power+1997,5
19159,the+anniversary+party+2001,5
18297,crocodile+dundee+1986,3
22947,2001+a+space+odyssey+1968,3
5292,twister+1996,5
38679,the+karate+kid+1984,3
151704,daredevil+2003,5
189057,time+bandits+1981,2
201719,the+shawshank+redemption+1994,4
162424,a+streetcar+named+desire+1951,3
56335,the+shawshank+redemption+1994,5
142401,the+crying+game+1992,5
94494,blade+runner+1982,5
28045,rebel+without+a+cause+1955,3
169690,the+nutty+professor+1996,5
116825,the+wrong+trousers+1993,5
29467,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,5
165070,scream+2+1997,5
190296,pitch+black+2000,3
202164,robin+hood+men+in+tights+1993,4
39246,philadelphia+1993,5
37695,a+league+of+their+own+1992,2
19636,the+world+is+not+enough+1999,2
66875,while+you+were+sleeping+1995,5
122202,gladiator+2000,3
22947,reservoir+dogs+1992,4
66100,instinct+1999,4
178129,this+is+spinal+tap+1984,4
160253,bring+it+on+2000,3
5292,pretty+woman+1990,4
38679,meet+joe+black+1998,5
103718,layer+cake+2004,3
85899,angels+in+the+outfield+1994,3
62355,crouching+tiger_+hidden+dragon+2000,4
23547,the+usual+suspects+1995,4
18297,the+blues+brothers+1980,4
29086,saving+private+ryan+1998,3
54161,se7en+1995,4
39246,goodfellas+1990,2
28045,foxfire+1996,4
189057,jacobs+ladder+1990,3
113458,braveheart+1995,1
167130,the+maltese+falcon+1941,4
204777,the+silence+of+the+lambs+1991,4
142401,sex_+lies_+and+videotape+1989,5
184466,sliding+doors+1998,2
110665,raiders+of+the+lost+ark+1981,4
201719,grumpier+old+men+1995,4
14149,that+thing+you+do+1996,2
123552,the+princess+bride+1987,4
66100,thinner+1996,2
151704,doctor+dolittle+1998,1
169690,the+rock+1996,3
11912,the+gods+must+be+crazy+1980,4
192962,willy+wonka++the+chocolate+factory+1971,4
168976,beethovens+2nd+1993,1
34088,dumb+and+dumber+1994,3
125104,get+shorty+1995,2
122202,indiana+jones+and+the+temple+of+doom+1984,5
39246,close+encounters+of+the+third+kind+1977,3
189057,dial+m+for+murder+1954,4
185329,conspiracy+theory+1997,3
29247,robocop+3+1993,1
143403,twelve+monkeys+1995,4
95097,man+with+a+movie+camera+1929,5
151262,forrest+gump+1994,5
66875,groundhog+day+1993,4
94436,paths+of+glory+1957,5
57457,national+lampoons+vacation+1983,4
56335,junior+1994,3
156453,the+big+one+1997,4
85899,spice+world+1997,1
110665,crouching+tiger_+hidden+dragon+2000,1
151704,austin+powers+international+man+of+mystery+1997,5
169690,executive+decision+1996,3
204777,pulp+fiction+1994,4
190072,bicycle+thieves+1948,5
210723,the+saint+1997,3
192270,the+karate+kid+1984,2
162424,american+beauty+1999,5
66100,the+thomas+crown+affair+1999,5
165070,cinderella+1950,5
126558,vanilla+sky+2001,3
45751,tin+man+2007,3
39246,secrets++lies+1996,4
158191,a+beautiful+mind+2001,4
11912,clerks+1994,5
38679,ghostbusters+ii+1989,3
29467,i+went+down+1997,4
62355,the+sixth+sense+1999,4
28045,i.q.+1994,4
5292,terminal+velocity+1994,3
23547,natural+born+killers+1994,5
94226,air+america+1990,3
22947,s.+darko+2009,3
18297,catch+me+if+you+can+2002,4
160253,d2+the+mighty+ducks+1994,2
210723,the+fan+1996,3
45751,fried+green+tomatoes+1991,5
126956,the+matrix+reloaded+2003,4
169690,dragonheart+1996,4
177010,to+die+for+1995,3
19159,memento+2000,3
113143,butch+cassidy+and+the+sundance+kid+1969,5
192270,apocalypse+now+1979,1
49200,the+bridges+of+madison+county+1995,3
